Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,RENT ADJUSTMENT-FUND 2413,RESIDENTIAL RENT ADJUSTMENT,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,49747,P190020,SC15,2,Adjusted,49747
FY14-15,Housing & Community Development,Housing & Community Development,89979,Commercial Lending,2105,HUD-EDI Grants,ECONOMIC DEVELOPMENT PROGRAM,COMMERCIAL LENDING,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,179550,H66631,SC04,2,Adjusted,179550
FY14-15,Housing & Community Development,Housing & Community Development,89979,Commercial Lending,2108,HUD-CDBG,OBDC PROGRAM DELIVERY COSTS,COMMERCIAL LENDING,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,192427,G02200,SC04,2,Adjusted,192427
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CITYWIDE ACTIVITIES,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,400000,0000000,IP50,2,Adjusted,400000
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,1010,General Fund: General Purpose,UNDETERMINED PROJECT,MUSEUM OVERSIGHT,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,5000000,0000000,NB20,2,Adjusted,5000000
FY14-15,City Administrator,Other Services,2331,Employee Relations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54915,Contract Services,Services: Training,75000,0000000,IP61,2,Adjusted,75000
FY14-15,Human Resources Management,Human Resources Management,5511,Human Resource Development,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54915,Contract Services,Services: Training,3750,0000000,IP61,2,Adjusted,3750
FY14-15,Public Works,Public Works,30511,Infrastructure Ops: Asst Director's Office,2230,State Gas Tax,UNDETERMINED PROJECT,FLEET MANAGEMENT & MAINTENANCE,Expense,54915,Contract Services,Services: Training,25000,0000000,IN01,2,Adjusted,25000
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,54915,Contract Services,Services: Training,1200,0000000,NB01,2,Adjusted,1200
FY14-15,Parks & Recreation,Parks & Recreation,502320,Tennis,1820,OPRCA Self Sustaining Revolving Fund,METRO DAVIE STADIUM IMPVMT FUND,DAVIES TENNIS & CITYWIDE TENNIS,Expense,54915,Contract Services,Services: Training,917,P177910,IN12,2,Adjusted,917
FY14-15,Parks & Recreation,Parks & Recreation,502332,East Oakland Sports Center,1820,OPRCA Self Sustaining Revolving Fund,UNDETERMINED PROJECT,COMPETITIVE SPORTS,Expense,54915,Contract Services,Services: Training,5000,0000000,NB04,2,Adjusted,5000
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,HS FY14/15 TTA BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54915,Contract Services,Services: Training,57923,G464930,YS13,2,Adjusted,57923
FY14-15,City Clerk,City Clerk,3121,City Clerk,1010,General Fund: General Purpose,CITYWIDE RECORDS MGT,RECORS MANAGEMENT,Expense,54916,Contract Services,Services: Support,67760,A466210,IP63,2,Adjusted,67760
FY14-15,City Clerk,City Clerk,3121,City Clerk,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CUSTOMER SERVICES/PUBLIC RELATIONS,Expense,54916,Contract Services,Services: Support,4750,0000000,IP16,2,Adjusted,4750
FY14-15,Fire,Fire Department,20321,Technical Services,1740,Hazardous Materials Inspections,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,54916,Contract Services,Services: Support,500,0000000,PS23,2,Adjusted,500
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,EHS COO FY14/15 OPERATION BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54916,Contract Services,Services: Support,6166,G464980,YS13,2,Adjusted,6166
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,HS FY14/15 TTA BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54916,Contract Services,Services: Support,8000,G464930,YS13,2,Adjusted,8000
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/MCTHP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54916,Contract Services,Services: Support,137265,G462960,SC22,2,Adjusted,137265
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/FIT/SS-THP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54916,Contract Services,Services: Support,152662,G462985,SC22,2,Adjusted,152662
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/OHYHC 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54916,Contract Services,Services: Support,332273,G462980,SC22,2,Adjusted,332273
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/HFSN 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54916,Contract Services,Services: Support,992609,G462970,SC22,2,Adjusted,992609
FY14-15,City Council,City Council,111,District One,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,500,0000000,IP52,2,Adjusted,500
FY14-15,City Council,City Council,211,District Two,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,750,0000000,IP52,2,Adjusted,750
FY14-15,City Council,City Council,311,District Three,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,400,0000000,IP52,2,Adjusted,400
FY14-15,City Council,City Council,411,District Four,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1250,0000000,IP52,2,Adjusted,1250
FY14-15,City Council,City Council,511,District Five,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,600,0000000,IP52,2,Adjusted,600
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,590,0000000,IP52,2,Adjusted,590
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1220,0000000,IP52,2,Adjusted,1220
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,350,0000000,IP52,2,Adjusted,350
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,FED LOBBYIST,ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,150000,P49400,IP03,2,Adjusted,150000
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,59640,0000000,IP03,2,Adjusted,59640
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,STATE LOBBYIST,ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,130000,P49300,IP03,2,Adjusted,130000
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,2251,Measure Y: Public Safety Act 2004,MEASURE Y EVALUATION,MEASURE Y,Expense,54919,Contract Services,Services: Miscellaneous Contract,310047,G261240,PS37,2,Adjusted,310047
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,2417,Excess Litter Fee Fund,UNDETERMINED PROJECT,LITTER FREE PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,433163,0000000,NB38,2,Adjusted,433163
FY14-15,City Administrator,Other Services,2311,Equal Opportunity Programs,1010,General Fund: General Purpose,UNDETERMINED PROJECT,EMPLOYMENT OPPORTUNITY PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,4790,0000000,IP07,2,Adjusted,4790
FY14-15,City Administrator,Other Services,2331,Employee Relations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,5000,0000000,IP61,2,Adjusted,5000
FY14-15,City Administrator,Other Services,2811,Budget Division,1010,General Fund: General Purpose,UNDETERMINED PROJECT,BUDGET ANALYSIS & OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,6935,0000000,IP12,2,Adjusted,6935
FY14-15,City Clerk,City Clerk,3121,City Clerk,1010,General Fund: General Purpose,AGENDA MANAGEMENT,RECORS MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,52956,A466310,IP63,2,Adjusted,52956
FY14-15,City Clerk,City Clerk,3121,City Clerk,1010,General Fund: General Purpose,CITYWIDE RECORDS MGT,RECORS MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,10340,A466210,IP63,2,Adjusted,10340
FY14-15,City Clerk,City Clerk,3121,City Clerk,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CUSTOMER SERVICES/PUBLIC RELATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,5220,0000000,IP16,2,Adjusted,5220
FY14-15,City Attorney,City Attorney,4111,City Attorney: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LEGAL SUPPORT & OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,10038,0000000,IP19,2,Adjusted,10038
FY14-15,Human Resources Management,Human Resources Management,5111,Personnel Administration and Information,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,4150,0000000,IP61,2,Adjusted,4150
FY14-15,Human Resources Management,Human Resources Management,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,50000,0000000,IP61,2,Adjusted,50000
FY14-15,Human Resources Management,Human Resources Management,5211,Employment and Classification,1010,General Fund: General Purpose,BACKGROUND CHECK ¿ BACKLOG,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,-44914,A468512,IP61,2,Adjusted,-44914
FY14-15,Human Resources Management,Human Resources Management,5221,Equal Access,1010,General Fund: General Purpose,UNDETERMINED PROJECT,EQUAL ACCESS OFFICE,Expense,54919,Contract Services,Services: Miscellaneous Contract,150000,0000000,IP05,2,Adjusted,150000
FY14-15,Human Resources Management,Human Resources Management,5511,Human Resource Development,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,5000,0000000,IP61,2,Adjusted,5000
FY14-15,Finance,Administration,8111,Finance and Management: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,66396,0000000,IP60,2,Adjusted,66396
FY14-15,Finance,Controller's Office,8211,Accounting:  Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,14020,0000000,IP59,2,Adjusted,14020
FY14-15,Finance,Revenue,8411,Revenue: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,144476,0000000,IP60,2,Adjusted,144476
FY14-15,Finance,Revenue,8431,Revenue: Business Tax,1010,General Fund: General Purpose,REVENUE COLLECTION SYSTEM-BACKLOG,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,16000,A468510,IP59,2,Adjusted,16000
FY14-15,Finance,Revenue,8441,Revenue: Collections/Mandatory Gargabe,1700,Mandatory Refuse Program,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,123580,0000000,IP59,2,Adjusted,123580
FY14-15,Finance,Revenue,8451,Revenue:  Strategic Support,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,84770,0000000,IP59,2,Adjusted,84770
FY14-15,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,5340,0000000,IP59,2,Adjusted,5340
FY14-15,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,4210,0000000,IP59,2,Adjusted,4210
FY14-15,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,REVENUE COLLECTION SYSTEM-BACKLOG,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,150000,A468510,IP60,2,Adjusted,150000
FY14-15,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,2822960,0000000,IP60,2,Adjusted,2822960
FY14-15,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,335820,0000000,IP60,2,Adjusted,335820
FY14-15,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,937000,0000000,NB33,2,Adjusted,937000
FY14-15,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,715200,0000000,IP60,2,Adjusted,715200
FY14-15,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,88 FRANKLIN,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,223265,P454910,NB33,2,Adjusted,223265
FY14-15,Finance,Revenue,8931,Revenue: Parking Meter Collection,5613,Central District:  TA Bonds Series 2009T,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,45600,0000000,NB33,2,Adjusted,45600
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,795000,0000000,PS01,2,Adjusted,795000
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2999,Miscellaneous Grants,NSA 2010-2012,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,1000000,P398510,PS01,2,Adjusted,1000000
FY14-15,Police,Police Department,102130,Identification Section,1010,General Fund: General Purpose,DOJ FINGERPRINT FEE TRUST,CRIMINAL INVESTIGATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,15750,P30200,PS03,2,Adjusted,15750
FY14-15,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CRIMINAL INVESTIGATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,15000,0000000,PS03,2,Adjusted,15000
FY14-15,Police,Police Department,103130,Animal Shelter,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SPECIAL OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,17480,0000000,PS13,2,Adjusted,17480
FY14-15,Police,Police Department,103240,Records,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICE RECORDS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1515,0000000,PS07,2,Adjusted,1515
FY14-15,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,UNDETERMINED PROJECT,COMMUNICATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,23000,0000000,PS08,2,Adjusted,23000
FY14-15,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,147780,0000000,PS01,2,Adjusted,147780
FY14-15,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,3900,0000000,PS01,2,Adjusted,3900
FY14-15,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CRIMINAL INVESTIGATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,310080,0000000,PS03,2,Adjusted,310080
FY14-15,Police,Police Department,106410,Police Information Tech,2999,Miscellaneous Grants,NSA 2010-2012,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,300000,P398510,PS01,2,Adjusted,300000
FY14-15,Police,Police Department,106510,Budget Accounting,2411,False Alarm Reduction Program,FALSE ALARM PROGRAM- FUND 2411,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,250000,P378820,PS01,2,Adjusted,250000
FY14-15,Police,Police Department,106610,Background & Recruiting,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,22000,0000000,PS01,2,Adjusted,22000
FY14-15,Police,Police Department,107510,Traffic BFO,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TRAFFIC OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,12000,0000000,PS14,2,Adjusted,12000
FY14-15,Police,Police Department,107510,Traffic BFO,1010,General Fund: General Purpose,STOP Project,TRAFFIC OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,34500,A128910,PS14,2,Adjusted,34500
FY14-15,Police,Police Department,107510,Traffic BFO,1010,General Fund: General Purpose,EXTRA LEGAL LOAD TRANSP PROGRAM,TRAFFIC OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,30000,P208110,PS14,2,Adjusted,30000
FY14-15,Police,Police Department,107510,Traffic BFO,2416,Traffic Safety Fund,RED LIGHT CAMERA ENFRCMT-FUND 2416,TRAFFIC OPERATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1100000,P328920,PS14,2,Adjusted,1100000
FY14-15,Fire,Fire Department,20321,Technical Services,1740,Hazardous Materials Inspections,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,54919,Contract Services,Services: Miscellaneous Contract,44333,0000000,PS23,2,Adjusted,44333
FY14-15,Public Works,Public Works,30111,Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,54919,Contract Services,Services: Miscellaneous Contract,20000,A167710,AD01,2,Adjusted,20000
FY14-15,Public Works,Public Works,30214,ADA Programs,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,AMERICANS WITH DISABILITIES ACT PROGRAMS,Expense,54919,Contract Services,Services: Miscellaneous Contract,5430,A167720,YS10,2,Adjusted,5430
FY14-15,Public Works,Public Works,30231,Project Delivery: Admin,3100,Sewer Service Fund,UNDETERMINED PROJECT,PROJECT DELIVERY,Expense,54919,Contract Services,Services: Miscellaneous Contract,25000,0000000,IN06,2,Adjusted,25000
FY14-15,Public Works,Public Works,30234,Facilities Planning & Development,1720,Comprehensive Clean-up,STREET FURNITURE FRANCHISE AGR,PROJECT DELIVERY,Expense,54919,Contract Services,Services: Miscellaneous Contract,8300,P234210,IN06,2,Adjusted,8300
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,3100,Sewer Service Fund,UNDETERMINED PROJECT,ENGINEERING PLANNING & DESIGN,Expense,54919,Contract Services,Services: Miscellaneous Contract,10000,0000000,IN05,2,Adjusted,10000
FY14-15,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,2000000,0000000,IN13,2,Adjusted,2000000
FY14-15,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,UNDETERMINED PROJECT,ENGINEERING PLANNING & DESIGN,Expense,54919,Contract Services,Services: Miscellaneous Contract,1875000,0000000,IN05,2,Adjusted,1875000
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,100000,0000000,NB33,2,Adjusted,100000
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,5611,Central District:  TA Bonds Series 2003,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,331118,0000000,NB33,2,Adjusted,331118
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,5613,Central District:  TA Bonds Series 2009T,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,54919,Contract Services,Services: Miscellaneous Contract,1191630,0000000,NB33,2,Adjusted,1191630
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,UNDETERMINED PROJECT,TRAFFIC SIGNAL MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,6310,0000000,IN15,2,Adjusted,6310
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,TRAFFIC SIGNAL MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,12500,0000000,IN15,2,Adjusted,12500
FY14-15,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,UNDETERMINED PROJECT,STORM DRAIN MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,55000,0000000,IN14,2,Adjusted,55000
FY14-15,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,1450000,0000000,IN13,2,Adjusted,1450000
FY14-15,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,UNDETERMINED PROJECT,FLEET MANAGEMENT & MAINTENANCE,Expense,54919,Contract Services,Services: Miscellaneous Contract,100000,0000000,IN01,2,Adjusted,100000
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,28500,0000000,IN02,2,Adjusted,28500
FY14-15,Public Works,Public Works,30633,Facilities Services: Hall of Justice Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,10000,0000000,IN02,2,Adjusted,10000
FY14-15,Public Works,Public Works,30634,Facilities Services: Plant Operations,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,10000,0000000,IN02,2,Adjusted,10000
FY14-15,Public Works,Public Works,30635,Facilities Services: Roving Custodial,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,350000,0000000,IN02,2,Adjusted,350000
FY14-15,Public Works,Public Works,30652,Landscape Maintenance,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,GROUNDS,Expense,54919,Contract Services,Services: Miscellaneous Contract,154000,0000000,NB07,2,Adjusted,154000
FY14-15,Public Works,Public Works,30654,Tree Services,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,TREES,Expense,54919,Contract Services,Services: Miscellaneous Contract,50000,0000000,NB09,2,Adjusted,50000
FY14-15,Public Works,Public Works,30682,Environmental Services: Recycling Solid Waste,1710,Recycling Program,NON-RESIDENTIAL RECYCLING,RECYCLING & SOLID WASTE,Expense,54919,Contract Services,Services: Miscellaneous Contract,300000,P275210,SC17,2,Adjusted,300000
FY14-15,Public Works,Public Works,30682,Environmental Services: Recycling Solid Waste,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Expense,54919,Contract Services,Services: Miscellaneous Contract,6050000,0000000,SC17,2,Adjusted,6050000
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,80430,0000000,SC26,2,Adjusted,80430
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,YOUTH WE MEAN CLEAN PROGRAM,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,249000,P35510,SC26,2,Adjusted,249000
FY14-15,Non-Departmental,Non-Departmental,90411,Debt Service,6540,Skyline Sewer District - Redemption,UNDETERMINED PROJECT,DEBT/LEASE PAYMENTS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1400,0000000,IN09,2,Adjusted,1400
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,160000,0000000,SC26,2,Adjusted,160000
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,4400,City Facilities,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,294870,0000000,SC26,2,Adjusted,294870
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,30000,0000000,SC26,2,Adjusted,30000
FY14-15,Information Technology,Information Technology,46231,Technology Installation Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,NETWORK ENGINEERING AND TELECOMMUNICATIONS SERVICES,Expense,54919,Contract Services,Services: Miscellaneous Contract,12541,0000000,IP68,2,Adjusted,12541
FY14-15,Information Technology,Information Technology,46231,Technology Installation Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,15959,0000000,IP62,2,Adjusted,15959
