Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Revenue,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,IP49,DPBNP ADMINISTRATION,45419,Other Fees: Miscellaneous,Service Charges,950910,1,Adopted,950910
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,398429,1,Adopted,398429
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,143172,1,Adopted,143172
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51219,Civilian: Overtime,Civilian Overtime,102460,1,Adopted,102460
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51219,Civilian: Overtime,Civilian Overtime,162240,1,Adopted,162240
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,118340,1,Adopted,118340
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,42525,1,Adopted,42525
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,51611,Civilian: Retirement Accrual,Civilian Retirement,170223,1,Adopted,170223
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,51611,Civilian: Retirement Accrual,Civilian Retirement,61169,1,Adopted,61169
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,72255,1,Adopted,72255
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,201076,1,Adopted,201076
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,IP49,DPBNP ADMINISTRATION,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,150000,1,Adopted,150000
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,23442,1,Adopted,23442
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,52311,Maintenance Supplies,Services & Supplies,119814,1,Adopted,119814
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,53719,Miscellaneous Services,Services & Supplies,16000,1,Adopted,16000
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,54011,Contract Contingencies (Budgetary Only),Contract Services,673233,1,Adopted,673233
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,54911,Services: Contract,Contract Services,96678,1,Adopted,96678
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,54919,Services: Miscellaneous Contract,Contract Services,25770,1,Adopted,25770
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,54919,Services: Miscellaneous Contract,Contract Services,620190,1,Adopted,620190
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,163489,1,Adopted,163489
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,56113,Facilities: General Support,Internal Services & Work Orders,820234,1,Adopted,820234
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,56123,City Accounting Services,Internal Services & Work Orders,15920,1,Adopted,15920
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,56124,City Contract Compliance Dept-Purchasing Services,Internal Services & Work Orders,7820,1,Adopted,7820
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,56411,City Vehicle Rentals,Internal Services & Work Orders,10292,1,Adopted,10292
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,57711,"Computer Equipment (Over $5,000)",Capital Acquistions,6819,1,Adopted,6819
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,57712,"Computer Software (Over $5,000)",Capital Acquistions,418463,1,Adopted,418463
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,111261,1,Adopted,111261
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,22060,1,Adopted,22060
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,34930,1,Adopted,34930
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,IP49,DPBNP ADMINISTRATION,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,39981,1,Adopted,39981
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,58714,Other Refunds,Other Expenditures and Disbursments,100000,1,Adopted,100000
FY15-16,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),Contributions to Fund Balances,654368,1,Adopted,654368
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51111,Civilian: Regular,Civilian Salaries,669708,1,Adopted,669708
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51111,Civilian: Regular,Civilian Salaries,381787,1,Adopted,381787
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51111,Civilian: Regular,Civilian Salaries,121445,1,Adopted,121445
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51122,Temporary: Regular Part Time,Civilian Salaries,30332,1,Adopted,30332
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51212,Civilian: Other Overtime,Civilian Overtime,370,1,Adopted,370
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51420,License,Allowances & Premiums,3576,1,Adopted,3576
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51511,Civilian: Paid Leave Charge,Civilian Salaries,113398,1,Adopted,113398
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,37117,1,Adopted,37117
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51511,Civilian: Paid Leave Charge,Civilian Salaries,198915,1,Adopted,198915
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51611,Civilian: Retirement Accrual,Civilian Retirement,51886,1,Adopted,51886
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51611,Civilian: Retirement Accrual,Civilian Retirement,286123,1,Adopted,286123
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51611,Civilian: Retirement Accrual,Civilian Retirement,163114,1,Adopted,163114
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,63314,1,Adopted,63314
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,192676,1,Adopted,192676
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,337981,1,Adopted,337981
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,51627,Retirement Contributions,Civilian Retirement,1177,1,Adopted,1177
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52111,Agricultural Chemicals,Services & Supplies,8652,1,Adopted,8652
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,4000,1,Adopted,4000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52619,Microfilm/Microfiche,Services & Supplies,200,1,Adopted,200
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52911,Bottled Water and Food for Human Consumption,Services & Supplies,1200,1,Adopted,1200
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52921,Miscellaneous Operating Expenditures,Services & Supplies,3250,1,Adopted,3250
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",52921,Miscellaneous Operating Expenditures,Services & Supplies,52340,1,Adopted,52340
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",53116,Telephone,Services & Supplies,2400,1,Adopted,2400
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",53211,Rental: Land and Building,Services & Supplies,1000,1,Adopted,1000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",53313,Official Hospitality,Services & Supplies,500,1,Adopted,500
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",53719,Miscellaneous Services,Services & Supplies,10000,1,Adopted,10000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",53719,Miscellaneous Services,Services & Supplies,3000,1,Adopted,3000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,A313410,PROJECT IMPLEMENTATION,NB39,PROJECT IMPLEMENTATION,54011,Contract Contingencies (Budgetary Only),Contract Services,1000000,1,Adopted,1000000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54011,Contract Contingencies (Budgetary Only),Contract Services,250000,1,Adopted,250000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54711,Printing and Duplicating Services,Contract Services,7100,1,Adopted,7100
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54722,Advertising: Classified,Contract Services,2000,1,Adopted,2000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54919,Services: Miscellaneous Contract,Contract Services,37660,1,Adopted,37660
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54919,Services: Miscellaneous Contract,Contract Services,145701,1,Adopted,145701
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",55114,Per Diem and Lodging,Travel & Education,116,1,Adopted,116
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,4884,1,Adopted,4884
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",55211,Periodical Subscriptions,Travel & Education,200,1,Adopted,200
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",55212,Registration and Tuition,Travel & Education,1000,1,Adopted,1000
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",55311,Memberships: Employee Association Dues,Travel & Education,1300,1,Adopted,1300
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",56312,Duplicating,Internal Services & Work Orders,2500,1,Adopted,2500
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,40669,1,Adopted,40669
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",58522,Overhead: Central Services Cost Allocation,Overhead Allocations,187094,1,Adopted,187094
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",58522,Overhead: Central Services Cost Allocation,Overhead Allocations,106613,1,Adopted,106613
FY15-16,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,A313410,PROJECT IMPLEMENTATION,NB39,PROJECT IMPLEMENTATION,62236,City Accounting Recoveries,Recoveries,-1000000,1,Adopted,-1000000
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,1010,General Fund: General Purpose,P466810,REDISTRICTING PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",54011,Contract Contingencies (Budgetary Only),Contract Services,16000,1,Adopted,16000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,42211,Permits: Construction,Licenses & Permits,11000,1,Adopted,11000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,42417,Special Permits: Tree Removal,Licenses & Permits,6000,1,Adopted,6000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,42513,Planning Permit: Environmental Impact Report,Licenses & Permits,287332,1,Adopted,287332
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,45418,Other Fees: Special Design Review Exemptions,Service Charges,284000,1,Adopted,284000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,45419,Other Fees: Miscellaneous,Service Charges,5000,1,Adopted,5000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,45422,Other Fees: Business Tax Certificate,Service Charges,76000,1,Adopted,76000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC10,DEVELOPMENT REVIEW/ZONING,45423,Other Fees: General Plan Surcharge,Service Charges,1222458,1,Adopted,1222458
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,45426,Other Fees: Notification,Service Charges,235000,1,Adopted,235000
FY15-16,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,45519,Sales: Miscellaneous,Service Charges,2000,1,Adopted,2000
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51111,Civilian: Regular,Civilian Salaries,63841,1,Adopted,63841
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51111,Civilian: Regular,Civilian Salaries,57604,1,Adopted,57604
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51122,Temporary: Regular Part Time,Civilian Salaries,30332,1,Adopted,30332
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51212,Civilian: Other Overtime,Civilian Overtime,42450,1,Adopted,42450
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51420,License,Allowances & Premiums,2070,1,Adopted,2070
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51511,Civilian: Paid Leave Charge,Civilian Salaries,18962,1,Adopted,18962
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51511,Civilian: Paid Leave Charge,Civilian Salaries,267964,1,Adopted,267964
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51511,Civilian: Paid Leave Charge,Civilian Salaries,17110,1,Adopted,17110
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51611,Civilian: Retirement Accrual,Civilian Retirement,27275,1,Adopted,27275
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51611,Civilian: Retirement Accrual,Civilian Retirement,24611,1,Adopted,24611
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51611,Civilian: Retirement Accrual,Civilian Retirement,383940,1,Adopted,383940
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,29071,1,Adopted,29071
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,455549,1,Adopted,455549
