Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Sworn Salaries,51112,Sworn: Regular,962107,1,Adopted,962107
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51317,Allowance: Uniform,800,1,Adopted,800
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51317,Allowance: Uniform,9600,1,Adopted,9600
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51411,Shift Pay,58925,1,Adopted,58925
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51414,Sworn: Education,55859,1,Adopted,55859
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51415,Sworn: Training,7579,1,Adopted,7579
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51418,Sworn: Longevity,9925,1,Adopted,9925
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Allowances & Premiums,51428,Premium: Bilingual,650,1,Adopted,650
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,Expense,Sworn Salaries,51512,Sworn: Paid Leave Charge,18839,1,Adopted,18839
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Sworn Salaries,51512,Sworn: Paid Leave Charge,215355,1,Adopted,215355
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,Expense,Sworn Retirement,51612,Sworn: Retirement Accrual,35442,1,Adopted,35442
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Sworn Retirement,51612,Sworn: Retirement Accrual,454216,1,Adopted,454216
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,Expense,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,38172,1,Adopted,38172
FY14-15,Police,Police Department,107310, Police Area 3,2251,Measure Y: Public Safety Act 2004,G261230 , POLICE STAFFING & TRAINING,PSO,ROBLEM SOLVING OFFICER,Expense,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,436369,1,Adopted,436369
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Revenue,Service Charges,45612,Port Revenue: Special Revenue,223403,1,Adopted,223403
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NSDV,NEIGHBORHOOD SERVICES DIVISION,Expense,Civilian Salaries,51111,Civilian: Regular,46375,1,Adopted,46375
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,588201,1,Adopted,588201
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Overtime,51211,Civilian: Holiday Overtime,13790,1,Adopted,13790
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Overtime,51212,Civilian: Other Overtime,9810,1,Adopted,9810
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,P51700 , PORT-JLS OT SECURITY SVC,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,160000,1,Adopted,160000
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51411,Shift Pay,5350,1,Adopted,5350
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51414,Sworn: Education,7215,1,Adopted,7215
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51421,Incentive and Special,4009,1,Adopted,4009
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51428,Premium: Bilingual,1950,1,Adopted,1950
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NSDV,NEIGHBORHOOD SERVICES DIVISION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,12814,1,Adopted,12814
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,162535,1,Adopted,162535
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NSDV,NEIGHBORHOOD SERVICES DIVISION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,17224,1,Adopted,17224
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,218463,1,Adopted,218463
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NSDV,NEIGHBORHOOD SERVICES DIVISION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,23409,1,Adopted,23409
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,296919,1,Adopted,296919
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Services & Supplies,52211,Stationery and Office Supplies,2500,1,Adopted,2500
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Services & Supplies,53211,Rental: Land and Building,806400,1,Adopted,806400
FY14-15,Police,Police Department,107410, Support Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Services & Supplies,53719,Miscellaneous Services,3450,1,Adopted,3450
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,P208110 , EXTRA LEGAL LOAD TRANSP PROGRAM,PS14,TRAFFIC OPERATIONS,Revenue,Licenses & Permits,42411,Special Permits: Police,35821,1,Adopted,35821
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Revenue,Licenses & Permits,42411,Special Permits: Police,58135,1,Adopted,58135
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Revenue,Service Charges,45519,Sales: Miscellaneous,73653,1,Adopted,73653
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Revenue,Service Charges,45612,Port Revenue: Special Revenue,397217,1,Adopted,397217
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Revenue,Service Charges,45718,Other Svc Charges: Personnel Services,94400,1,Adopted,94400
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,87678,1,Adopted,87678
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,567774,1,Adopted,567774
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Salaries,51112,Sworn: Regular,648236,1,Adopted,648236
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51211,Civilian: Holiday Overtime,43160,1,Adopted,43160
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51212,Civilian: Other Overtime,9810,1,Adopted,9810
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Overtime,51213,Sworn: Holiday Overtime,45910,1,Adopted,45910
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS11,PATROL AREA 1,Expense,Sworn Overtime,51214,Sworn: Overtime,1698250,1,Adopted,1698250
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,991360,1,Adopted,991360
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,641060,1,Adopted,641060
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,P208110 , EXTRA LEGAL LOAD TRANSP PROGRAM,PS14,TRAFFIC OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,5000,1,Adopted,5000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,A128910 , STOP Project,PS14,TRAFFIC OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,103500,1,Adopted,103500
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51317,Allowance: Uniform,5600,1,Adopted,5600
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51414,Sworn: Education,36315,1,Adopted,36315
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51417,Sworn: Motorcycle,20989,1,Adopted,20989
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51418,Sworn: Longevity,10250,1,Adopted,10250
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51428,Premium: Bilingual,6353,1,Adopted,6353
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,24228,1,Adopted,24228
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,156896,1,Adopted,156896
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Salaries,51512,Sworn: Paid Leave Charge,145099,1,Adopted,145099
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,32565,1,Adopted,32565
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,178450,1,Adopted,178450
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Retirement,51612,Sworn: Retirement Accrual,300346,1,Adopted,300346
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,44259,1,Adopted,44259
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,286609,1,Adopted,286609
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,294010,1,Adopted,294010
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52211,Stationery and Office Supplies,16000,1,Adopted,16000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",1000,1,Adopted,1000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52311,Maintenance Supplies,300,1,Adopted,300
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52888,Fuel,800,1,Adopted,800
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,8000,1,Adopted,8000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52920,Supplies and Equipment,1200,1,Adopted,1200
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,53114,Water,325,1,Adopted,325
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Contract Services,54311,Medical and Veterinarian Services,600,1,Adopted,600
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Contract Services,54919,Services: Miscellaneous Contract,12000,1,Adopted,12000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,A128910 , STOP Project,PS14,TRAFFIC OPERATIONS,Expense,Contract Services,54919,Services: Miscellaneous Contract,34500,1,Adopted,34500
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,P208110 , EXTRA LEGAL LOAD TRANSP PROGRAM,PS14,TRAFFIC OPERATIONS,Expense,Contract Services,54919,Services: Miscellaneous Contract,30000,1,Adopted,30000
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,P208110 , EXTRA LEGAL LOAD TRANSP PROGRAM,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,9348,1,Adopted,9348
FY14-15,Police,Police Department,107510, Traffic BFO,1010,General Fund: General Purpose,P208110 , EXTRA LEGAL LOAD TRANSP PROGRAM,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56511,Radio Rentals,1200,1,Adopted,1200
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Revenue,Service Charges,45729,Other Svc Charges: Miscellaneous Service Charges,380000,1,Adopted,380000
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Revenue,Transfers from Fund Balance,49112,Transfers from Undesignated Fund Balance,32615,1,Adopted,32615
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,41912,1,Adopted,41912
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Salaries,51112,Sworn: Regular,82574,1,Adopted,82574
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51211,Civilian: Holiday Overtime,5630,1,Adopted,5630
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51212,Civilian: Other Overtime,15410,1,Adopted,15410
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51219,Civilian: Overtime,45350,1,Adopted,45350
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51317,Allowance: Uniform,800,1,Adopted,800
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51414,Sworn: Education,9095,1,Adopted,9095
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51418,Sworn: Longevity,1875,1,Adopted,1875
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51421,Incentive and Special,5053,1,Adopted,5053
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,11582,1,Adopted,11582
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Salaries,51512,Sworn: Paid Leave Charge,18483,1,Adopted,18483
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,15567,1,Adopted,15567
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Retirement,51612,Sworn: Retirement Accrual,40563,1,Adopted,40563
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,21157,1,Adopted,21157
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,37452,1,Adopted,37452
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,52920,Supplies and Equipment,650,1,Adopted,650
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56124,City Contract Compliance Dept-Purchasing Services,39,1,Adopted,39
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,28044,1,Adopted,28044
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56511,Radio Rentals,4800,1,Adopted,4800
FY14-15,Police,Police Department,107510, Traffic BFO,2172,Alameda County: Vehicle Abatement Authority,P36000 , ABAN VEHICLE ABATEMENT,PS14,TRAFFIC OPERATIONS,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,26579,1,Adopted,26579
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Revenue,Fines & Penalties,43112,Fines: City Traffic Code,1200000,1,Adopted,1200000
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,39801,1,Adopted,39801
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,151224,1,Adopted,151224
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51122,Temporary: Regular Part Time,307275,1,Adopted,307275
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Civilian Overtime,51211,Civilian: Holiday Overtime,9000,1,Adopted,9000
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,41786,1,Adopted,41786
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,10998,1,Adopted,10998
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,56166,1,Adopted,56166
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,14782,1,Adopted,14782
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,100148,1,Adopted,100148
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,20091,1,Adopted,20091
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51627,Retirement Contributions,11523,1,Adopted,11523
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Services & Supplies,53112,Electricity (Except Street Lighting),6000,1,Adopted,6000
