Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,52911,Bottled Water and Food for Human Consumption,Services & Supplies,680,1,Adopted,680
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,53611,Postage and Mailing,Services & Supplies,1100,1,Adopted,1100
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,53719,Miscellaneous Services,Services & Supplies,3400,1,Adopted,3400
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,54711,Printing and Duplicating Services,Contract Services,8510,1,Adopted,8510
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,55212,Registration and Tuition,Travel & Education,3000,1,Adopted,3000
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,154162,1,Adopted,154162
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,37795,1,Adopted,37795
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,1,Adopted,1650
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,4791,1,Adopted,4791
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,47090,1,Adopted,47090
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,70783,1,Adopted,70783
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,80322,1,Adopted,80322
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,1466,1,Adopted,1466
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,21000,1,Adopted,21000
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,57008,1,Adopted,57008
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,52859,1,Adopted,52859
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,16932,1,Adopted,16932
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,15700,1,Adopted,15700
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,24270,1,Adopted,24270
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,26175,1,Adopted,26175
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,26676,1,Adopted,26676
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,28770,1,Adopted,28770
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,211972,1,Adopted,211972
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,98075,1,Adopted,98075
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,12981,1,Adopted,12981
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,66338,1,Adopted,66338
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,97326,1,Adopted,97326
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,113520,1,Adopted,113520
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,3804,1,Adopted,3804
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,47699,1,Adopted,47699
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,16513,1,Adopted,16513
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,14168,1,Adopted,14168
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,4905,1,Adopted,4905
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,7582,1,Adopted,7582
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,21901,1,Adopted,21901
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,8334,1,Adopted,8334
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,24073,1,Adopted,24073
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,53211,Rental: Land and Building,Services & Supplies,121380,1,Adopted,121380
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,165180,1,Adopted,165180
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,76483,1,Adopted,76483
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,1,Adopted,1650
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,8026,1,Adopted,8026
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,51695,1,Adopted,51695
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,75841,1,Adopted,75841
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,88464,1,Adopted,88464
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,2967,1,Adopted,2967
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,53119,"Miscellaneous Utilities (Steam, Heating, Fuel)",Services & Supplies,22000,1,Adopted,22000
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,101852,1,Adopted,101852
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,11238,1,Adopted,11238
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,1638,1,Adopted,1638
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,30639,1,Adopted,30639
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,46765,1,Adopted,46765
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,52152,1,Adopted,52152
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,436,1,Adopted,436
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,58593,1,Adopted,58593
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,17403,1,Adopted,17403
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,26902,1,Adopted,26902
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,29570,1,Adopted,29570
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,27000,1,Adopted,27000
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,93155,1,Adopted,93155
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,27668,1,Adopted,27668
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,42772,1,Adopted,42772
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,47012,1,Adopted,47012
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,60198,1,Adopted,60198
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,11834,1,Adopted,11834
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,1638,1,Adopted,1638
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,18288,1,Adopted,18288
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,27640,1,Adopted,27640
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,31170,1,Adopted,31170
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,459,1,Adopted,459
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,22800,1,Adopted,22800
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,100039,1,Adopted,100039
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,29713,1,Adopted,29713
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,45932,1,Adopted,45932
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,50486,1,Adopted,50486
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,44295,1,Adopted,44295
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,69427,1,Adopted,69427
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,9787,1,Adopted,9787
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,15547,1,Adopted,15547
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,20338,1,Adopted,20338
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,26986,1,Adopted,26986
FY16-17,Expense,Public Library,Library,61336,Montclair Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,2693,1,Adopted,2693
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,152735,1,Adopted,152735
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,57008,1,Adopted,57008
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51428,Premium: Bilingual,Allowances & Premiums,3510,1,Adopted,3510
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,45364,1,Adopted,45364
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,16932,1,Adopted,16932
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,26175,1,Adopted,26175
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,70128,1,Adopted,70128
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,77080,1,Adopted,77080
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,28770,1,Adopted,28770
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,173634,1,Adopted,173634
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,81386,1,Adopted,81386
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,11180,1,Adopted,11180
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,54375,1,Adopted,54375
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,79723,1,Adopted,79723
