Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,44801,1,Adopted,44801
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,56493,1,Adopted,56493
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,85616,1,Adopted,85616
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51627,Retirement Contributions,4029,1,Adopted,4029
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52211,Stationery and Office Supplies,2500,1,Adopted,2500
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",14520,1,Adopted,14520
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,P443310 , CHABOT SPACE & SCIENCE CTR SUBSIDY,NB01,CENTRAL ADMINISTRATION,Expense,Contract Services,54912,Third Party: Grant Contracts Earned,273105,1,Adopted,273105
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,P443510 , ASIAN CULTURAL CENTER SUBSIDY,NB01,CENTRAL ADMINISTRATION,Expense,Contract Services,54912,Third Party: Grant Contracts Earned,51000,1,Adopted,51000
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,P443410 , HACIENDA PERALTA SUBSIDY,NB01,CENTRAL ADMINISTRATION,Expense,Contract Services,54912,Third Party: Grant Contracts Earned,45900,1,Adopted,45900
FY13-14,Community Services,Parks & Recreation,501120, OPR Administrative Services,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",780,1,Adopted,780
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51111,Civilian: Regular,84410,1,Adopted,84410
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,23324,1,Adopted,23324
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,29411,1,Adopted,29411
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,40239,1,Adopted,40239
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52211,Stationery and Office Supplies,3500,1,Adopted,3500
FY13-14,Community Services,Parks & Recreation,501210, Budget and Fiscal,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,53611,Postage and Mailing,20000,1,Adopted,20000
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51111,Civilian: Regular,106677,1,Adopted,106677
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,29478,1,Adopted,29478
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,37171,1,Adopted,37171
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,50854,1,Adopted,50854
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52211,Stationery and Office Supplies,2500,1,Adopted,2500
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,6000,1,Adopted,6000
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51111,Civilian: Regular,35348,1,Adopted,35348
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,9767,1,Adopted,9767
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,12316,1,Adopted,12316
FY13-14,Community Services,Parks & Recreation,501220, Accounting,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,16851,1,Adopted,16851
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51111,Civilian: Regular,75664,1,Adopted,75664
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,19860,1,Adopted,19860
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,25042,1,Adopted,25042
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,34557,1,Adopted,34557
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Civilian Retirement,51627,Retirement Contributions,142,1,Adopted,142
FY13-14,Community Services,Parks & Recreation,501230, OPR Personnel,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB01,CENTRAL ADMINISTRATION,Expense,Services & Supplies,52211,Stationery and Office Supplies,5500,1,Adopted,5500
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Revenue,Service Charges,45217,Parks & Rec Fee: Lodge Janitorial Service,1058567,1,Adopted,1058567
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Revenue,Service Charges,45239,Parks & Rec Fee: Miscellaneous,-98580,1,Adopted,-98580
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,25087,1,Adopted,25087
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,204519,1,Adopted,204519
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51122,Temporary: Regular Part Time,118278,1,Adopted,118278
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Allowances & Premiums,51425,Health and Welfare Benefits,6978,1,Adopted,6978
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Allowances & Premiums,51428,Premium: Bilingual,2436,1,Adopted,2436
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,56516,1,Adopted,56516
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,6932,1,Adopted,6932
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,71264,1,Adopted,71264
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,IP57,CENTRAL RESERVATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,8741,1,Adopted,8741
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,IP57,CENTRAL RESERVATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,11959,1,Adopted,11959
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,106664,1,Adopted,106664
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Retirement,51627,Retirement Contributions,4435,1,Adopted,4435
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52211,Stationery and Office Supplies,1567,1,Adopted,1567
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",336,1,Adopted,336
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52512,Supplies: Construction,1334,1,Adopted,1334
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",20,1,Adopted,20
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,80,1,Adopted,80
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,1486,1,Adopted,1486
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,52920,Supplies and Equipment,955,1,Adopted,955
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,53219,Rental: Miscellaneous,18935,1,Adopted,18935
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Services & Supplies,53719,Miscellaneous Services,500,1,Adopted,500
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Contract Services,54619,Repair and Maintenance: Miscellaneous,5150,1,Adopted,5150
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Contract Services,54711,Printing and Duplicating Services,159,1,Adopted,159
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Contract Services,54919,Services: Miscellaneous Contract,500,1,Adopted,500
FY13-14,Community Services,Parks & Recreation,501240, Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Internal Services & Work Orders,56611,Work Order Expenditures,1216,1,Adopted,1216
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,46261,1,Adopted,46261
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,24305,1,Adopted,24305
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,19499,1,Adopted,19499
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,24588,1,Adopted,24588
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,33640,1,Adopted,33640
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52211,Stationery and Office Supplies,40,1,Adopted,40
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",490,1,Adopted,490
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,730,1,Adopted,730
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,800,1,Adopted,800
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55112,Commercial Transportation,70,1,Adopted,70
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Revenue,Service Charges,45239,Parks & Rec Fee: Miscellaneous,40446,1,Adopted,40446
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,32013,1,Adopted,32013
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,2481,1,Adopted,2481
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,1200,1,Adopted,1200
FY13-14,Community Services,Parks & Recreation,501250, Special Programs,1820,OPRCA Self Sustaining Revolving Fund,P283810 , INCLUSIVE SOCIAL PLAY,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,53719,Miscellaneous Services,4500,1,Adopted,4500
FY13-14,Community Services,Parks & Recreation,501260, Zoo,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB02,CONTRACT MANAGEMENT,Expense,Contract Services,54912,Third Party: Grant Contracts Earned,539895,1,Adopted,539895
FY13-14,Community Services,Parks & Recreation,501260, Zoo,1010,General Fund: General Purpose,P387610 , OAKLAND ZOO SUBSIDY,NB02,CONTRACT MANAGEMENT,Expense,Contract Services,54919,Services: Miscellaneous Contract,485905,1,Adopted,485905
FY13-14,Community Services,Parks & Recreation,501260, Zoo,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB02,CONTRACT MANAGEMENT,Expense,Contract Services,54919,Services: Miscellaneous Contract,-539895,1,Adopted,-539895
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,47936,1,Adopted,47936
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13246,1,Adopted,13246
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,16703,1,Adopted,16703
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,22851,1,Adopted,22851
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,48954,1,Adopted,48954
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,36171,1,Adopted,36171
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,85290,1,Adopted,85290
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51425,Health and Welfare Benefits,6978,1,Adopted,6978
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13527,1,Adopted,13527
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,9995,1,Adopted,9995
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,17057,1,Adopted,17057
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,12603,1,Adopted,12603
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,P319110 , CENTRAL RESERVATIONS SET-UP FEE,IP57,CENTRAL RESERVATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,23337,1,Adopted,23337
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,23853,1,Adopted,23853
FY13-14,Community Services,Parks & Recreation,501270, Dunsmuir Hellman Estate,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,3199,1,Adopted,3199
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,-32360,1,Adopted,-32360
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,413182,1,Adopted,413182
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51428,Premium: Bilingual,3644,1,Adopted,3644
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,105231,1,Adopted,105231
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,132693,1,Adopted,132693
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,181540,1,Adopted,181540
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52211,Stationery and Office Supplies,5000,1,Adopted,5000
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",2910,1,Adopted,2910
