Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,778863,778863,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,54614,Contract Services,"Repair and Maintenance: Streets, Signals, and Sewers",143540,143540,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,15930,15930,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,215219,215219,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,371289,371289,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,292306,292306,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,1500,1500,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,54619,Contract Services,Repair and Maintenance: Miscellaneous,2700,2700,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",11000,11000,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Revenue,45723,Service Charges,Other Svc Charges: Damages to City Property - Overhead,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,26550,26550,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,240,240,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52311,Services & Supplies,Maintenance Supplies,19440,19440,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,56123,Internal Services & Work Orders,City Accounting Services,991,991,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,28578,28578,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,17674,17674,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,17000,17000,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,840,840,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,56113,Internal Services & Work Orders,Facilities: General Support,16717,16717,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,16565,16565,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,20888,20888,3,Proposed
FY13-14,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2416,Traffic Safety Fund,NB40,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,59948,59948,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,1152,1152,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",600,600,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,3550,3550,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,2000,2000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,53116,Services & Supplies,Telephone,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,54611,Contract Services,Repair and Maintenance: Machinery and Equipment,46906,46906,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,54711,Contract Services,Printing and Duplicating Services,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,77657,77657,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,85711,85711,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,97411,97411,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,150000,150000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,53117,Services & Supplies,Cell Phone,5000,5000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,54721,Contract Services,Advertising: Legal,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,1500,1500,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,168053,168053,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,352536,352536,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,53718,Services & Supplies,Laundry Service,2500,2500,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,4600,4600,3,Proposed
FY13-14,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,122837,122837,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Revenue,44419,Service Charges,Other Rental: Miscellaneous,600000,600000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,11328,11328,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,53116,Services & Supplies,Telephone,5000,5000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,20925,20925,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,15295,15295,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,6000,6000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,10589,10589,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,43896,43896,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,54613,Contract Services,Repair and Maintenance: Motor Vehicles,2000,2000,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,12129,12129,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,2230,State Gas Tax,IN13,SANITARY SEWER MANAGEMENT & MAINT,Revenue,46529,Grants & Subsidies,Subventions: Miscellaneous,61100,61100,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,48740,48740,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,12578,12578,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,23235,23235,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,16983,16983,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2100,2100,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,13468,13468,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,11757,11757,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2100,2100,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,23235,23235,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,16983,16983,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,12578,12578,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,13468,13468,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,11757,11757,3,Proposed
FY13-14,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,48740,48740,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,47764,47764,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,11522,11522,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,22769,22769,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,16643,16643,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,13198,13198,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",6000,6000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,12327,12327,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,284804,284804,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,491343,491343,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,359139,359139,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,55000,55000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,52914,Services & Supplies,Minor Tools and Equipment,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,282528,282528,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,53219,Services & Supplies,Rental: Miscellaneous,2300,2300,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,81750,81750,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,348311,348311,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,54619,Contract Services,Repair and Maintenance: Miscellaneous,2500,2500,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,53719,Services & Supplies,Miscellaneous Services,20000,20000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,53119,Services & Supplies,"Miscellaneous Utilities (Steam, Heating, Fuel)",8450,8450,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,52211,Services & Supplies,Stationery and Office Supplies,4000,4000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,1030716,1030716,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,52411,Services & Supplies,Asphalt and Quarry Supplies (Including Infield Mix and Gravel),3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,10000,10000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51421,Civilian Salaries,Incentive and Special,4095,4095,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,264084,264084,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51413,Sworn Salaries,Standby Pay,9783,9783,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,57511,"Land, buildings, infrastructure, furniture",Furniture and Equipment: Additions (Fixed Asset Number Mandatory),1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,60000,60000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,795074,795074,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,54919,Contract Services,Services: Miscellaneous Contract,50000,50000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,255000,255000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,964261,964261,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51428,Sworn Salaries,Premium: Bilingual,2751,2751,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,56113,Internal Services & Work Orders,Facilities: General Support,381718,381718,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,8700,8700,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,54619,Contract Services,Repair and Maintenance: Miscellaneous,43420,43420,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,53119,Services & Supplies,"Miscellaneous Utilities (Steam, Heating, Fuel)",11000,11000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,9960,9960,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",230,230,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51411,Sworn Salaries,Shift Pay,6312,6312,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52411,Services & Supplies,Asphalt and Quarry Supplies (Including Infield Mix and Gravel),62000,62000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,56123,Internal Services & Work Orders,City Accounting Services,11198,11198,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,3300,3300,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,54614,Contract Services,"Repair and Maintenance: Streets, Signals, and Sewers",300,300,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,53719,Services & Supplies,Miscellaneous Services,50000,50000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,35750,35750,3,Proposed
