Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,201076,3,Proposed,201076
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Capital Acquistions,57712,"Computer Software (Over $5,000)",418463,3,Proposed,418463
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Contract Services,54919,Services: Miscellaneous Contract,25770,3,Proposed,25770
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Contract Services,54011,Contract Contingencies (Budgetary Only),643286,3,Proposed,643286
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Contributions to Fund Balances,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),531582,3,Proposed,531582
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,143172,3,Proposed,143172
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Internal Services & Work Orders,56113,Facilities: General Support,24093,3,Proposed,24093
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Internal Services & Work Orders,56123,City Accounting Services,15920,3,Proposed,15920
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,118340,3,Proposed,118340
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,72255,3,Proposed,72255
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Internal Services & Work Orders,56411,City Vehicle Rentals,10276,3,Proposed,10276
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Services & Supplies,53719,Miscellaneous Services,16000,3,Proposed,16000
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Internal Services & Work Orders,56124,City Contract Compliance Dept-Purchasing Services,7820,3,Proposed,7820
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Internal Services & Work Orders,56113,Facilities: General Support,824091,3,Proposed,824091
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Overtime,51219,Civilian: Overtime,162240,3,Proposed,162240
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Other Expenditures and Disbursments,58714,Other Refunds,100000,3,Proposed,100000
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,39981,3,Proposed,39981
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,182936,3,Proposed,182936
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,IP49,DPBNP ADMINISTRATION,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",150000,3,Proposed,150000
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,398429,3,Proposed,398429
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,22060,3,Proposed,22060
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Capital Acquistions,57711,"Computer Equipment (Over $5,000)",6819,3,Proposed,6819
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",23442,3,Proposed,23442
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Services & Supplies,52311,Maintenance Supplies,119814,3,Proposed,119814
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,111261,3,Proposed,111261
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,65737,3,Proposed,65737
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Internal Services & Work Orders,56111,Special Setups,1555,3,Proposed,1555
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,3,Proposed,4200
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Contract Services,54919,Services: Miscellaneous Contract,611942,3,Proposed,611942
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,42525,3,Proposed,42525
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,34930,3,Proposed,34930
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Contract Services,54911,Services: Contract,96678,3,Proposed,96678
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Internal Services & Work Orders,56111,Special Setups,46711,3,Proposed,46711
FY16-17,Revenue,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,IP49,DPBNP ADMINISTRATION,Service Charges,45419,Other Fees: Miscellaneous,1929311,3,Proposed,1929311
FY16-17,Revenue,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,IP49,DPBNP ADMINISTRATION,Service Charges,45419,Other Fees: Miscellaneous,897512,3,Proposed,897512
FY16-17,Expense,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Civilian Overtime,51219,Civilian: Overtime,102460,3,Proposed,102460
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Contract Services,54919,Services: Miscellaneous Contract,37660,3,Proposed,37660
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52921,Miscellaneous Operating Expenditures,52340,3,Proposed,52340
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51428,Premium: Bilingual,1170,3,Proposed,1170
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Travel & Education,55212,Registration and Tuition,1000,3,Proposed,1000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,A313410,PROJECT IMPLEMENTATION,NB39,PROJECT IMPLEMENTATION,Contract Services,54011,Contract Contingencies (Budgetary Only),1000000,3,Proposed,1000000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Salaries,51111,Civilian: Regular,121445,3,Proposed,121445
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Contract Services,54711,Printing and Duplicating Services,7100,3,Proposed,7100
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,37117,3,Proposed,37117
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53719,Miscellaneous Services,10000,3,Proposed,10000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,40669,3,Proposed,40669
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,63314,3,Proposed,63314
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Travel & Education,55211,Periodical Subscriptions,200,3,Proposed,200
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53211,Rental: Land and Building,1000,3,Proposed,1000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51111,Civilian: Regular,669708,3,Proposed,669708
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Retirement,51627,Retirement Contributions,1177,3,Proposed,1177
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52911,Bottled Water and Food for Human Consumption,1200,3,Proposed,1200
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51420,License,3576,3,Proposed,3576
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Retirement,51611,Civilian: Retirement Accrual,55761,3,Proposed,55761
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,337981,3,Proposed,337981
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Travel & Education,55311,Memberships: Employee Association Dues,1300,3,Proposed,1300
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53611,Postage and Mailing,1500,3,Proposed,1500
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Retirement,51611,Civilian: Retirement Accrual,175295,3,Proposed,175295
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53313,Official Hospitality,500,3,Proposed,500
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,192676,3,Proposed,192676
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51511,Civilian: Paid Leave Charge,113398,3,Proposed,113398
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Internal Services & Work Orders,56312,Duplicating,2500,3,Proposed,2500
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,3,Proposed,4200
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",4884,3,Proposed,4884
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Contract Services,54919,Services: Miscellaneous Contract,145701,3,Proposed,145701
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,A313410,PROJECT IMPLEMENTATION,NB39,PROJECT IMPLEMENTATION,Recoveries,62236,City Accounting Recoveries,-1000000,3,Proposed,-1000000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Overhead Allocations,58522,Overhead: Central Services Cost Allocation,106613,3,Proposed,106613
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Travel & Education,55114,Per Diem and Lodging,116,3,Proposed,116
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53116,Telephone,2400,3,Proposed,2400
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52619,Microfilm/Microfiche,200,3,Proposed,200
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51111,Civilian: Regular,381787,3,Proposed,381787
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Contract Services,54722,Advertising: Classified,2000,3,Proposed,2000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IN08,HISTORIC PRESERVATION,Civilian Salaries,51122,Temporary: Regular Part Time,30332,3,Proposed,30332
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,53719,Miscellaneous Services,3000,3,Proposed,3000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Overhead Allocations,58522,Overhead: Central Services Cost Allocation,187094,3,Proposed,187094
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Retirement,51611,Civilian: Retirement Accrual,307491,3,Proposed,307491
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52921,Miscellaneous Operating Expenditures,3250,3,Proposed,3250
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",4000,3,Proposed,4000
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Services & Supplies,52111,Agricultural Chemicals,8652,3,Proposed,8652
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Overtime,51212,Civilian: Other Overtime,370,3,Proposed,370
FY16-17,Expense,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51511,Civilian: Paid Leave Charge,198915,3,Proposed,198915
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",805,3,Proposed,805
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Contract Services,54611,Repair and Maintenance: Machinery and Equipment,500,3,Proposed,500
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Licenses & Permits,42211,Permits: Construction,11000,3,Proposed,11000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Retirement,51611,Civilian: Retirement Accrual,29312,3,Proposed,29312
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Other Expenditures and Disbursments,58714,Other Refunds,20000,3,Proposed,20000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Overhead Allocations,58522,Overhead: Central Services Cost Allocation,16086,3,Proposed,16086
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Internal Services & Work Orders,56312,Duplicating,20000,3,Proposed,20000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Contract Services,54711,Printing and Duplicating Services,5152,3,Proposed,5152
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51122,Temporary: Regular Part Time,30332,3,Proposed,30332
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Travel & Education,55311,Memberships: Employee Association Dues,400,3,Proposed,400
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Licenses & Permits,42513,Planning Permit: Environmental Impact Report,287332,3,Proposed,287332
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Retirement,51611,Civilian: Retirement Accrual,412612,3,Proposed,412612
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51511,Civilian: Paid Leave Charge,18962,3,Proposed,18962
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,53116,Telephone,700,3,Proposed,700
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Travel & Education,55211,Periodical Subscriptions,100,3,Proposed,100
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,3,Proposed,4200
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45423,Other Fees: General Plan Surcharge,1236676,3,Proposed,1236676
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51511,Civilian: Paid Leave Charge,267964,3,Proposed,267964
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,455549,3,Proposed,455549
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45422,Other Fees: Business Tax Certificate,76000,3,Proposed,76000
