Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount as number,Budget Type,Budget Name,Amount
FY16-17,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51112,Sworn: Regular,Sworn Salaries,101115,2,Adjusted,101115
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51112,Sworn: Regular,Sworn Salaries,59599,2,Adjusted,59599
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,51112,Sworn: Regular,Sworn Salaries,101115,2,Adjusted,101115
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51112,Sworn: Regular,Sworn Salaries,72210,2,Adjusted,72210
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51112,Sworn: Regular,Sworn Salaries,96300,2,Adjusted,96300
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51112,Sworn: Regular,Sworn Salaries,59599,2,Adjusted,59599
FY16-17,Expense,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,321295,2,Adjusted,321295
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS07,POLICE RECORDS,51111,Civilian: Regular,Civilian Salaries,35037,2,Adjusted,35037
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51111,Civilian: Regular,Civilian Salaries,60699,2,Adjusted,60699
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51111,Civilian: Regular,Civilian Salaries,134571,2,Adjusted,134571
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,19861,2,Adjusted,19861
FY16-17,Expense,Police,Police Department,102321,Misdemeanor Crimes & Task Forces,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51228,Overtime: Canine Handlers,Sworn Overtime,4370,2,Adjusted,4370
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51228,Overtime: Canine Handlers,Sworn Overtime,8740,2,Adjusted,8740
FY16-17,Expense,Police,Police Department,102510,Assault,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51214,Sworn: Overtime,Sworn Overtime,78050,2,Adjusted,78050
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51214,Sworn: Overtime,Sworn Overtime,108230,2,Adjusted,108230
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51214,Sworn: Overtime,Sworn Overtime,213640,2,Adjusted,213640
FY16-17,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51214,Sworn: Overtime,Sworn Overtime,-20660,2,Adjusted,-20660
FY16-17,Expense,Police,Police Department,102510,Assault,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51213,Sworn: Holiday Overtime,Sworn Overtime,24200,2,Adjusted,24200
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51213,Sworn: Holiday Overtime,Sworn Overtime,15380,2,Adjusted,15380
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51213,Sworn: Holiday Overtime,Sworn Overtime,940,2,Adjusted,940
FY16-17,Expense,Police,Police Department,103242,Records & Warrants,1010,General Fund: General Purpose,PS07,POLICE RECORDS,51213,Sworn: Holiday Overtime,Sworn Overtime,1120,2,Adjusted,1120
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51213,Sworn: Holiday Overtime,Sworn Overtime,24940,2,Adjusted,24940
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51213,Sworn: Holiday Overtime,Sworn Overtime,164820,2,Adjusted,164820
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51213,Sworn: Holiday Overtime,Sworn Overtime,163640,2,Adjusted,163640
FY16-17,Expense,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51212,Civilian: Other Overtime,Civilian Overtime,7850,2,Adjusted,7850
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51212,Civilian: Other Overtime,Civilian Overtime,8070,2,Adjusted,8070
FY16-17,Expense,Police,Police Department,102350,Youth & School Services Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51211,Civilian: Holiday Overtime,Civilian Overtime,10420,2,Adjusted,10420
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51211,Civilian: Holiday Overtime,Civilian Overtime,12470,2,Adjusted,12470
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,51317,Allowance: Uniform,Allowances & Premiums,19632,2,Adjusted,19632
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,3200,2,Adjusted,3200
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,51317,Allowance: Uniform,Allowances & Premiums,8384,2,Adjusted,8384
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51317,Allowance: Uniform,Allowances & Premiums,8000,2,Adjusted,8000
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,61611,2,Adjusted,61611
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51317,Allowance: Uniform,Allowances & Premiums,1600,2,Adjusted,1600
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51317,Allowance: Uniform,Allowances & Premiums,800,2,Adjusted,800
FY16-17,Expense,Police,Police Department,108820,Neighborhood Services Section 2,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,952,2,Adjusted,952
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51317,Allowance: Uniform,Allowances & Premiums,273,2,Adjusted,273
FY16-17,Expense,Police,Police Department,103110,Bureau of Services: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51317,Allowance: Uniform,Allowances & Premiums,1600,2,Adjusted,1600
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,1058,2,Adjusted,1058
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51317,Allowance: Uniform,Allowances & Premiums,1058,2,Adjusted,1058
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51317,Allowance: Uniform,Allowances & Premiums,1600,2,Adjusted,1600
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51317,Allowance: Uniform,Allowances & Premiums,1600,2,Adjusted,1600
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51317,Allowance: Uniform,Allowances & Premiums,800,2,Adjusted,800
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51317,Allowance: Uniform,Allowances & Premiums,1600,2,Adjusted,1600
FY16-17,Expense,Police,Police Department,102140,"Research, Planning & Crime Analysis",1010,General Fund: General Purpose,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,800,2,Adjusted,800
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51317,Allowance: Uniform,Allowances & Premiums,800,2,Adjusted,800
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51315,Allowance: Canine,Allowances & Premiums,600,2,Adjusted,600
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,51428,Premium: Bilingual,Allowances & Premiums,650,2,Adjusted,650
FY16-17,Expense,Police,Police Department,102321,Misdemeanor Crimes & Task Forces,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51428,Premium: Bilingual,Allowances & Premiums,650,2,Adjusted,650
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51428,Premium: Bilingual,Allowances & Premiums,1950,2,Adjusted,1950
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51428,Premium: Bilingual,Allowances & Premiums,1300,2,Adjusted,1300
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,51428,Premium: Bilingual,Allowances & Premiums,650,2,Adjusted,650
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51428,Premium: Bilingual,Allowances & Premiums,1300,2,Adjusted,1300
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51428,Premium: Bilingual,Allowances & Premiums,650,2,Adjusted,650
FY16-17,Expense,Police,Police Department,102350,Youth & School Services Section,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51421,Incentive and Special,Allowances & Premiums,6350,2,Adjusted,6350
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51421,Incentive and Special,Allowances & Premiums,39682,2,Adjusted,39682
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51415,Sworn: Training,Allowances & Premiums,8668,2,Adjusted,8668
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51415,Sworn: Training,Allowances & Premiums,8255,2,Adjusted,8255
FY16-17,Expense,Police,Police Department,102350,Youth & School Services Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51414,Sworn: Education,Allowances & Premiums,8813,2,Adjusted,8813
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51414,Sworn: Education,Allowances & Premiums,9354,2,Adjusted,9354
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51414,Sworn: Education,Allowances & Premiums,19050,2,Adjusted,19050
FY16-17,Expense,Police,Police Department,102610,Criminalistics,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51414,Sworn: Education,Allowances & Premiums,8054,2,Adjusted,8054
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51414,Sworn: Education,Allowances & Premiums,5715,2,Adjusted,5715
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51414,Sworn: Education,Allowances & Premiums,5201,2,Adjusted,5201
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51414,Sworn: Education,Allowances & Premiums,9320,2,Adjusted,9320
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,201088,2,Adjusted,201088
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,179330,2,Adjusted,179330
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,CRT,CRIME REDUCTION TEAMS,51411,Shift Pay,Allowances & Premiums,14102,2,Adjusted,14102
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,51411,Shift Pay,Allowances & Premiums,19947,2,Adjusted,19947
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,CRT,CRIME REDUCTION TEAMS,51411,Shift Pay,Allowances & Premiums,15160,2,Adjusted,15160
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51411,Shift Pay,Allowances & Premiums,17700,2,Adjusted,17700
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,14816,2,Adjusted,14816
FY16-17,Expense,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51411,Shift Pay,Allowances & Premiums,9181,2,Adjusted,9181
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51411,Shift Pay,Allowances & Premiums,7937,2,Adjusted,7937
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,7223,2,Adjusted,7223
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51411,Shift Pay,Allowances & Premiums,7223,2,Adjusted,7223
FY16-17,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51512,Sworn: Paid Leave Charge,Sworn Salaries,133020,2,Adjusted,133020
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,511058,2,Adjusted,511058
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,27934,2,Adjusted,27934
FY16-17,Expense,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51512,Sworn: Paid Leave Charge,Sworn Salaries,26604,2,Adjusted,26604
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51512,Sworn: Paid Leave Charge,Sworn Salaries,54538,2,Adjusted,54538
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,86563,2,Adjusted,86563
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,24625,2,Adjusted,24625
FY16-17,Expense,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,43259,2,Adjusted,43259
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51512,Sworn: Paid Leave Charge,Sworn Salaries,43259,2,Adjusted,43259
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51512,Sworn: Paid Leave Charge,Sworn Salaries,52862,2,Adjusted,52862
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,75717,2,Adjusted,75717
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51511,Civilian: Paid Leave Charge,Civilian Salaries,66439,2,Adjusted,66439
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51511,Civilian: Paid Leave Charge,Civilian Salaries,124743,2,Adjusted,124743
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,18245,2,Adjusted,18245
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS07,POLICE RECORDS,51511,Civilian: Paid Leave Charge,Civilian Salaries,10406,2,Adjusted,10406
FY16-17,Expense,Police,Police Department,102320,Homicide,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,9880,2,Adjusted,9880
FY16-17,Expense,Police,Police Department,106610,Background & Recruiting,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,20056,2,Adjusted,20056
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,117722,2,Adjusted,117722
FY16-17,Expense,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,40283,2,Adjusted,40283
FY16-17,Expense,Police,Police Department,108820,Neighborhood Services Section 2,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51511,Civilian: Paid Leave Charge,Civilian Salaries,33720,2,Adjusted,33720
FY16-17,Expense,Police,Police Department,106510,Budget Accounting,1010,General Fund: General Purpose,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,51511,Civilian: Paid Leave Charge,Civilian Salaries,16465,2,Adjusted,16465
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,39969,2,Adjusted,39969
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,18245,2,Adjusted,18245
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,661,2,Adjusted,661
FY16-17,Expense,Police,Police Department,102321,Misdemeanor Crimes & Task Forces,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,110450,2,Adjusted,110450
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,41781,2,Adjusted,41781
FY16-17,Expense,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,36213,2,Adjusted,36213
FY16-17,Expense,Police,Police Department,106510,Budget Accounting,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,36213,2,Adjusted,36213
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,CRT,CRIME REDUCTION TEAMS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,76048,2,Adjusted,76048
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,25858,2,Adjusted,25858
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,50743,2,Adjusted,50743
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,31329,2,Adjusted,31329
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,95097,2,Adjusted,95097
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,155988,2,Adjusted,155988
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,25858,2,Adjusted,25858
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,103432,2,Adjusted,103432
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS09,POLICE TRAINING,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,25858,2,Adjusted,25858
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,71955,2,Adjusted,71955
FY16-17,Expense,Police,Police Department,108110,District Area 1,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,203241,2,Adjusted,203241
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS07,POLICE RECORDS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,16955,2,Adjusted,16955
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,59319,2,Adjusted,59319
FY16-17,Expense,Police,Police Department,106610,Background & Recruiting,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,17672,2,Adjusted,17672
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,103112,2,Adjusted,103112
FY16-17,Expense,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,65633,2,Adjusted,65633
FY16-17,Expense,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,62098,2,Adjusted,62098
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,19773,2,Adjusted,19773
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,21707,2,Adjusted,21707
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,65121,2,Adjusted,65121
FY16-17,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51612,Sworn: Retirement Accrual,Sworn Retirement,216953,2,Adjusted,216953
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,539328,2,Adjusted,539328
FY16-17,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,55389,2,Adjusted,55389
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,76580,2,Adjusted,76580
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,68136,2,Adjusted,68136
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,58162,2,Adjusted,58162
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51612,Sworn: Retirement Accrual,Sworn Retirement,46734,2,Adjusted,46734
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51612,Sworn: Retirement Accrual,Sworn Retirement,55774,2,Adjusted,55774
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,51612,Sworn: Retirement Accrual,Sworn Retirement,154361,2,Adjusted,154361
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,51612,Sworn: Retirement Accrual,Sworn Retirement,42266,2,Adjusted,42266
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,144530,2,Adjusted,144530
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,55774,2,Adjusted,55774
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51612,Sworn: Retirement Accrual,Sworn Retirement,68136,2,Adjusted,68136
