Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,2990,Public Works Grants,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,11037,11037,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,2990,Public Works Grants,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,5274,5274,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,2990,Public Works Grants,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,8121,8121,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,2990,Public Works Grants,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,6042,6042,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,25127,25127,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,97363,97363,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,23487,23487,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,36162,36162,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51426,Sworn Salaries,Premium: Miscellaneous,400,400,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,160000,160000,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,26905,26905,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51420,Civilian Salaries,License,6214,6214,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,3100,Sewer Service Fund,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,49148,49148,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,294870,294870,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,5671,OBRA: Leasing & Utility,SC07,OARB-BAY BRIDGE GATEWAY,Expense,56611,Internal Services & Work Orders,Work Order Expenditures,125000,125000,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,32273,32273,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,58957,58957,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,116797,116797,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,30142,30142,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,28174,28174,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51420,Civilian Salaries,License,4292,4292,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,43380,43380,3,Proposed
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51426,Sworn Salaries,Premium: Miscellaneous,200,200,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,21557,21557,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,54919,Contract Services,Services: Miscellaneous Contract,30000,30000,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,42164,42164,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,31024,31024,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,83529,83529,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,23081,23081,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,1710,Recycling Program,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,20149,20149,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,24718,24718,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,48966,48966,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,13531,13531,3,Proposed
FY14-15,Public Works,Public Works,30684,Environmental Services: Sustainability,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,18187,18187,3,Proposed
FY14-15,Public Works,Public Works,30685,Environmental Services: Watershed Program,2990,Public Works Grants,SC26,SUSTAINABLE OAKLAND PROGRAM,Revenue,46312,Grants & Subsidies,County Grant: Alameda Flood Control,70000,70000,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58211,Debt Payments,Loan Principal,120945,120945,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,52211,Services & Supplies,Stationery and Office Supplies,200,200,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",1238,1238,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,53116,Services & Supplies,Telephone,5000,5000,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,500,500,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",1000,1000,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,53719,Services & Supplies,Miscellaneous Services,500,500,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,2200,2200,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,137785,137785,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,38073,38073,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,73179,73179,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51122,Civilian Salaries,Temporary: Regular Part Time,46800,46800,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Revenue,46611,Grants & Subsidies,Oakland Redevelopment Agency,120945,120945,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,45021,45021,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,56312,Internal Services & Work Orders,Duplicating,100,100,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,51174,51174,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51627,Civilian Retirement,Retirement Contributions,1755,1755,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,42082,42082,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",730,730,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,7990,7990,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,16719,16719,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,33121,33121,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,8548,8548,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,12302,12302,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4450,City Facilities Energy Conservation Projects,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,9152,9152,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,16048,16048,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,24709,24709,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",413,413,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,17169,17169,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,18383,18383,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,33582,33582,3,Proposed
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,51111,Civilian Salaries,Civilian: Regular,66526,66526,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2105,HUD-EDI Grants,SC04,COMMERCIAL LENDING,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,33180,33180,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2105,HUD-EDI Grants,SC04,COMMERCIAL LENDING,Expense,51111,Civilian Salaries,Civilian: Regular,89332,89332,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2105,HUD-EDI Grants,SC04,COMMERCIAL LENDING,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,27056,27056,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2105,HUD-EDI Grants,SC04,COMMERCIAL LENDING,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,24685,24685,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2105,HUD-EDI Grants,SC04,COMMERCIAL LENDING,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,45094,45094,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,91007,91007,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,33801,33801,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,45940,45940,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,25148,25148,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,27564,27564,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,11551,11551,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51111,Civilian Salaries,Civilian: Regular,101552,101552,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,28061,28061,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51111,Civilian Salaries,Civilian: Regular,31099,31099,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,8593,8593,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,51262,51262,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,37717,37717,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,15699,15699,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58522,Overhead,Overhead: Central Services Cost Allocation,9419,9419,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58522,Overhead,Overhead: Central Services Cost Allocation,30757,30757,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,20561,20561,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,27637,27637,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,74411,74411,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,22537,22537,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,37562,37562,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-278963,-278963,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,13589,13589,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,44869,44869,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,22649,22649,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Revenue,46129,Grants & Subsidies,City Oakland Grant: Miscellaneous Federal,2161467,2161467,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,16665,16665,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,12398,12398,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,6414,6414,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,4771,4771,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,51111,Civilian Salaries,Civilian: Regular,17271,17271,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,8717,8717,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,16289,16289,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,13284,13284,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,12119,12119,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,43859,43859,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,22139,22139,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51111,Civilian Salaries,Civilian: Regular,62150,62150,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,17173,17173,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,31372,31372,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,23083,23083,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89919,Admin: Housing & Community Development,2999,Miscellaneous Grants,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58522,Overhead,Overhead: Central Services Cost Allocation,18823,18823,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89929,Housing Development,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,108784,108784,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89929,Housing Development,2108,HUD-CDBG,SC14,HOUSING DEVELOPMENT,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,410600,410600,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89929,Housing Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,58311,"Bank, bond, loan, and other expenditures",Loan Expenditures: Grant Funded,2120240,2120240,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89929,Housing Development,2109,HUD-Home,SC14,HOUSING DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,13731,13731,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,478782,478782,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,132299,132299,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,52311,Services & Supplies,Maintenance Supplies,21600,21600,3,Proposed
